ts	cid	nid	symbol	buyer	seller	volume	rate	amount
2024-11-25T14:21:23.583806	2024112501013674	145	SBL	58	84	1000	324	324000
2024-11-25T14:21:23.830932	2024112501013675	255	PRVU	45	45	60	233	13980
2024-11-25T14:21:24.229234	2024112501013676	141	LSL	42	48	97	249.5	24201.5
2024-11-25T14:21:24.229513	2024112501013677	141	LSL	58	48	20	249.5	4990
2024-11-25T14:21:24.373669	2024112501013678	517	NBL	58	34	30	280	8400
2024-11-25T14:21:26.778605	2024112501013679	238	NMB	35	1	78	255	19890
2024-11-25T14:21:26.883399	2024112501013680	8055	BHL	28	21	10	370.2	3702
2024-11-25T14:21:26.883565	2024112501013681	8055	BHL	28	21	10	370.2	3702
2024-11-25T14:21:26.88368	2024112501013682	8055	BHL	58	21	38	370.1	14063.8
2024-11-25T14:21:26.883781	2024112501013683	8055	BHL	66	21	100	370	37000
2024-11-25T14:21:26.883898	2024112501013684	8055	BHL	62	21	20	370	7400
2024-11-25T14:21:26.88398	2024112501013685	8055	BHL	28	21	10	370	3700
2024-11-25T14:21:27.232099	2024112501013686	8099	UHEWA	56	42	20	652	13040
2024-11-25T14:21:28.326869	2024112501013687	9230	MKCL	34	17	60	1648	98880
2024-11-25T14:21:28.326911	2024112501013688	9230	MKCL	42	17	40	1648	65920
2024-11-25T14:21:28.928655	2024112501013689	9242	SARBTM	38	14	197	755	148735
2024-11-25T14:21:30.991677	2024112501013690	9194	TSHL	41	4	50	963	48150
2024-11-25T14:21:32.665347	2024112501013691	142	KBL	59	79	863	220	189860
2024-11-25T14:21:32.665726	2024112501013692	142	KBL	59	34	137	220	30140
2024-11-25T14:21:33.223233	2024112501013693	255	PRVU	55	32	20	233.5	4670
2024-11-25T14:21:35.583974	2024112501013694	8032	BNHC	45	19	32	515	16480
2024-11-25T14:21:35.584179	2024112501013695	8032	BNHC	58	19	50	515	25750
2024-11-25T14:21:35.58424	2024112501013696	8032	BNHC	44	19	100	515	51500
2024-11-25T14:21:35.584292	2024112501013697	8032	BNHC	58	19	18	515	9270
2024-11-25T14:21:36.434386	2024112501013698	8108	RHGCL	65	58	90	447	40230
2024-11-25T14:21:36.434601	2024112501013699	8108	RHGCL	65	33	250	447	111750
2024-11-25T14:21:37.029925	2024112501013700	8065	CYCL	26	63	50	1696	84800
2024-11-25T14:21:40.020632	2024112501013701	137	EBL	26	57	100	600.6	60060
2024-11-25T14:21:40.746356	2024112501013702	9176	IHL	39	25	331	608	201248
2024-11-25T14:21:41.862336	2024112501013703	135	SBI	39	19	10	462	4620
2024-11-25T14:21:42.091995	2024112501013704	9167	MKHL	44	38	12	591.1	7093.2
2024-11-25T14:21:42.840989	2024112501013705	357	PCBL	20	7	268	267.6	71716.8
2024-11-25T14:21:42.961278	2024112501013706	8066	RFPL	51	14	10	816	8160
2024-11-25T14:21:43.346609	2024112501013707	131	NABIL	55	42	50	547	27350
2024-11-25T14:21:43.98977	2024112501013708	517	NBL	57	45	30	279	8370
2024-11-25T14:21:44.688839	2024112501013709	397	ADBL	17	13	51	351.6	17931.6
2024-11-25T14:21:44.689057	2024112501013710	397	ADBL	3	13	100	351.5	35150
2024-11-25T14:21:44.689153	2024112501013711	397	ADBL	57	13	300	351.5	105450
2024-11-25T14:21:44.689231	2024112501013712	397	ADBL	8	13	500	351.2	175600
2024-11-25T14:21:44.689309	2024112501013713	397	ADBL	22	13	50	351.1	17555
2024-11-25T14:21:44.689387	2024112501013714	397	ADBL	51	13	500	351.1	175550
2024-11-25T14:21:44.689457	2024112501013715	397	ADBL	58	13	20	351	7020
2024-11-25T14:21:44.68953	2024112501013716	397	ADBL	8	13	250	351	87750
2024-11-25T14:21:44.689603	2024112501013717	397	ADBL	42	13	100	351	35100
2024-11-25T14:21:44.689679	2024112501013718	397	ADBL	17	13	10	351	3510
2024-11-25T14:21:44.689752	2024112501013719	397	ADBL	53	13	100	351	35100
2024-11-25T14:21:44.689824	2024112501013720	397	ADBL	54	13	50	351	17550
2024-11-25T14:21:44.689898	2024112501013721	397	ADBL	44	13	65	350.5	22782.5
2024-11-25T14:21:44.689968	2024112501013722	397	ADBL	19	13	20	350.5	7010
2024-11-25T14:21:44.690047	2024112501013723	397	ADBL	34	13	500	350.4	175200
2024-11-25T14:21:44.690119	2024112501013724	397	ADBL	8	13	250	350.3	87575
2024-11-25T14:21:44.690194	2024112501013725	397	ADBL	6	13	10	350.3	3503
2024-11-25T14:21:44.690267	2024112501013726	397	ADBL	46	13	50	350.1	17505
2024-11-25T14:21:44.690339	2024112501013727	397	ADBL	22	13	74	350.1	25907.4
2024-11-25T14:21:45.879308	2024112501013728	255	PRVU	45	7	200	233	46600
2024-11-25T14:21:47.25231	2024112501013729	9146	SMHL	28	43	20	947.5	18950
2024-11-25T14:21:47.252413	2024112501013730	9146	SMHL	28	44	10	948	9480
2024-11-25T14:21:47.25246	2024112501013731	9146	SMHL	28	96	80	949	75920
2024-11-25T14:21:47.252503	2024112501013732	9146	SMHL	28	64	9890	949	9385610
2024-11-25T14:21:47.738113	2024112501013733	8099	UHEWA	56	58	101	652	65852
2024-11-25T14:21:47.748284	2024112501013734	238	NMB	47	41	10	255.5	2555
2024-11-25T14:21:48.213344	2024112501013735	8131	EHPL	32	32	50	780	39000
2024-11-25T14:21:48.753075	2024112501013736	9201	SNLI	85	58	12	620.1	7441.2
2024-11-25T14:21:50.068553	2024112501013737	8065	CYCL	29	63	20	1695	33900
2024-11-25T14:21:52.888495	2024112501013738	238	NMB	35	36	19	255	4845
2024-11-25T14:21:54.00097	2024112501013739	9167	MKHL	33	36	10	588	5880
2024-11-25T14:21:54.001741	2024112501013740	8026	NYADI	47	51	20	328.2	6564
2024-11-25T14:21:54.047065	2024112501013741	255	PRVU	45	69	90	233	20970
2024-11-25T14:21:54.047546	2024112501013742	255	PRVU	51	69	100	233	23300
2024-11-25T14:21:54.047895	2024112501013743	255	PRVU	32	69	25	233	5825
2024-11-25T14:21:54.048254	2024112501013744	255	PRVU	6	69	50	233	11650
2024-11-25T14:21:54.048616	2024112501013745	255	PRVU	42	69	235	233	54755
2024-11-25T14:21:56.277711	2024112501013746	9217	MMKJL	74	14	10	656.1	6561
2024-11-25T14:21:58.736332	2024112501013747	9146	SMHL	65	64	10	925	9250
2024-11-25T14:21:58.928911	2024112501013748	9158	MHCL	72	39	10	430	4300
2024-11-25T14:22:00.263785	2024112501013749	8018	MLBS	28	38	10	2216	22160
2024-11-25T14:22:00.990197	2024112501013750	8099	UHEWA	56	34	10	652	6520
2024-11-25T14:22:03.506182	2024112501013751	9166	MAKAR	42	49	10	660	6600
2024-11-25T14:22:04.02199	2024112501013752	9171	BEDC	21	42	100	550	55000
2024-11-25T14:22:04.246341	2024112501013753	9166	MAKAR	4	42	10	664.4	6644
2024-11-25T14:22:04.246444	2024112501013754	9166	MAKAR	4	25	10	664.5	6645
2024-11-25T14:22:04.246514	2024112501013755	9166	MAKAR	4	25	10	664.6	6646
2024-11-25T14:22:04.246569	2024112501013756	9166	MAKAR	4	25	10	664.7	6647
2024-11-25T14:22:04.246642	2024112501013757	9166	MAKAR	4	34	10	664.8	6648
2024-11-25T14:22:04.246714	2024112501013758	9166	MAKAR	4	63	10	664.9	6649
2024-11-25T14:22:04.246788	2024112501013759	9166	MAKAR	4	91	10	665	6650
2024-11-25T14:22:04.246861	2024112501013760	9166	MAKAR	4	17	10	665	6650
2024-11-25T14:22:04.246946	2024112501013761	9166	MAKAR	4	38	120	665	79800
2024-11-25T14:22:04.314523	2024112501013762	9230	MKCL	5	3	30	1648	49440
2024-11-25T14:22:04.314838	2024112501013763	9230	MKCL	25	3	18	1646	29628
2024-11-25T14:22:04.31514	2024112501013764	9230	MKCL	11	3	152	1645	250040
2024-11-25T14:22:04.443507	2024112501013765	255	PRVU	42	26	255	233	59415
2024-11-25T14:22:04.756094	2024112501013766	171	SANIMA	64	21	10	314	3140
2024-11-25T14:22:06.339945	2024112501013767	135	SBI	38	8	10	464.8	4648
2024-11-25T14:22:06.805918	2024112501013768	132	NIMB	34	47	10	227	2270
2024-11-25T14:22:09.166215	2024112501013769	9176	IHL	91	42	150	610	91500
2024-11-25T14:22:11.144184	2024112501013770	5982	SRLI	57	34	100	445.6	44560
2024-11-25T14:22:11.422335	2024112501013771	4951	JBLB	45	48	14	1647	23058
2024-11-25T14:22:11.422438	2024112501013772	4951	JBLB	22	48	95	1646.2	156389
2024-11-25T14:22:11.422509	2024112501013773	4951	JBLB	40	48	101	1646.1	166256.1
2024-11-25T14:22:11.892876	2024112501013774	4951	JBLB	25	57	49	1650	80850
2024-11-25T14:22:11.893166	2024112501013775	4951	JBLB	25	54	9	1650	14850
2024-11-25T14:22:13.83025	2024112501013776	8025	SPC	17	66	258	528	136224
2024-11-25T14:22:13.830326	2024112501013777	8025	SPC	48	66	243	528	128304
2024-11-25T14:22:14.011743	2024112501013778	9201	SNLI	85	39	12	620.1	7441.2
2024-11-25T14:22:15.517547	2024112501013779	9182	SIGS3	47	90	100	9.86	986
2024-11-25T14:22:17.978061	2024112501013780	9217	MMKJL	74	20	490	656.1	321489
2024-11-25T14:22:17.978367	2024112501013781	9217	MMKJL	39	20	1413	656	926928
2024-11-25T14:22:17.978568	2024112501013782	9217	MMKJL	42	20	697	653.8	455698.6
2024-11-25T14:22:18.017658	2024112501013783	9171	BEDC	43	42	60	550	33000
2024-11-25T14:22:18.017963	2024112501013784	9171	BEDC	43	34	10	550	5500
2024-11-25T14:22:18.018177	2024112501013785	9171	BEDC	43	41	10	550	5500
2024-11-25T14:22:18.468469	2024112501013786	9140	UNLB	38	49	10	2740	27400
2024-11-25T14:22:19.152539	2024112501013787	8131	EHPL	40	77	10	790	7900
2024-11-25T14:22:19.479225	2024112501013788	517	NBL	57	38	20	279	5580
2024-11-25T14:22:20.011547	2024112501013789	131	NABIL	7	42	46	547	25162
2024-11-25T14:22:20.012108	2024112501013790	131	NABIL	7	56	50	547	27350
2024-11-25T14:22:21.048902	2024112501013791	9149	MKHC	94	39	10	414	4140
2024-11-25T14:22:21.427636	2024112501013792	8122	PPL	45	32	100	516	51600
2024-11-25T14:22:24.700303	2024112501013793	9147	SPL	45	42	10	961.1	9611
2024-11-25T14:22:25.549555	2024112501013794	634	RBCLPO	58	26	10	12109	121090
2024-11-25T14:22:25.549692	2024112501013795	634	RBCLPO	7	26	20	12101.1	242022
2024-11-25T14:22:25.549781	2024112501013796	634	RBCLPO	58	26	10	12101.1	121011
2024-11-25T14:22:25.54987	2024112501013797	634	RBCLPO	17	26	40	12100	484000
2024-11-25T14:22:25.549959	2024112501013798	634	RBCLPO	17	26	40	12100	484000
2024-11-25T14:22:25.550058	2024112501013799	634	RBCLPO	17	26	20	12100	242000
2024-11-25T14:22:26.168075	2024112501013800	8066	RFPL	63	39	200	816	163200
2024-11-25T14:22:27.061402	2024112501013801	9201	SNLI	45	43	10	620.1	6201
2024-11-25T14:22:27.425642	2024112501013802	8018	MLBS	29	58	160	2215	354400
2024-11-25T14:22:27.723529	2024112501013803	9208	ULHC	3	42	10	440.1	4401
2024-11-25T14:22:29.066345	2024112501013804	8108	RHGCL	1	88	400	447	178800
2024-11-25T14:22:29.909213	2024112501013805	8066	RFPL	47	39	40	816	32640
2024-11-25T14:22:31.032471	2024112501013806	9161	ANLB	39	11	50	5111.2	255560
2024-11-25T14:22:31.038499	2024112501013807	9166	MAKAR	4	38	280	665	186200
2024-11-25T14:22:31.038581	2024112501013808	9166	MAKAR	4	65	100	665	66500
2024-11-25T14:22:31.038668	2024112501013809	9166	MAKAR	4	32	10	667	6670
2024-11-25T14:22:31.038741	2024112501013810	9166	MAKAR	4	25	10	669.7	6697
2024-11-25T14:22:31.435149	2024112501013811	9230	MKCL	11	14	48	1645	78960
2024-11-25T14:22:31.435324	2024112501013812	9230	MKCL	42	14	40	1645	65800
2024-11-25T14:22:33.448746	2024112501013813	9146	SMHL	65	14	10	925	9250
2024-11-25T14:22:33.529626	2024112501013814	8045	GVL	44	58	60	552.1	33126
2024-11-25T14:22:33.529732	2024112501013815	8045	GVL	3	58	50	552	27600
2024-11-25T14:22:33.529791	2024112501013816	8045	GVL	100	58	140	550	77000
2024-11-25T14:22:33.529835	2024112501013817	8045	GVL	40	58	50	550	27500
2024-11-25T14:22:33.52988	2024112501013818	8045	GVL	42	58	800	550	440000
2024-11-25T14:22:33.870301	2024112501013819	9171	BEDC	43	49	10	550	5500
2024-11-25T14:22:35.930538	2024112501013820	8018	MLBS	29	47	11	2215	24365
2024-11-25T14:22:38.672767	2024112501013821	9156	TAMOR	53	58	10	504	5040
2024-11-25T14:22:39.014447	2024112501013822	357	PCBL	4	57	40	267.4	10696
2024-11-25T14:22:39.014679	2024112501013823	357	PCBL	45	57	14	267.4	3743.6
2024-11-25T14:22:39.014758	2024112501013824	357	PCBL	45	34	8	267.4	2139.2
2024-11-25T14:22:40.08766	2024112501013825	145	SBL	44	7	200	323.4	64680
2024-11-25T14:22:40.909591	2024112501013826	8075	BHDC	56	47	10	639	6390
2024-11-25T14:22:42.029594	2024112501013827	255	PRVU	35	58	10	233.7	2337
2024-11-25T14:22:42.643028	2024112501013828	255	PRVU	42	26	59	233	13747
2024-11-25T14:22:43.723526	2024112501013829	517	NBL	57	38	1000	279	279000
2024-11-25T14:22:46.097701	2024112501013830	9166	MAKAR	4	25	10	669.8	6698
2024-11-25T14:22:46.097847	2024112501013831	9166	MAKAR	4	58	10	669.9	6699
2024-11-25T14:22:46.097917	2024112501013832	9166	MAKAR	4	58	10	670	6700
2024-11-25T14:22:46.906824	2024112501013833	9201	SNLI	49	13	12	620	7440
2024-11-25T14:22:47.764871	2024112501013834	9201	SNLI	49	38	12	620	7440
2024-11-25T14:22:48.190957	2024112501013835	8070	DORDI	16	52	10	471.5	4715
2024-11-25T14:22:48.298708	2024112501013836	142	KBL	101	34	163	220	35860
2024-11-25T14:22:48.29909	2024112501013837	142	KBL	101	42	60	220	13200
2024-11-25T14:22:48.299253	2024112501013838	142	KBL	101	40	200	220	44000
2024-11-25T14:22:48.779112	2024112501013839	9215	MSHL	53	38	30	976	29280
2024-11-25T14:22:48.779205	2024112501013840	9215	MSHL	33	38	40	975.6	39024
2024-11-25T14:22:48.95549	2024112501013841	8076	HHL	7	60	70	495.7	34699
2024-11-25T14:22:48.95575	2024112501013842	8076	HHL	39	60	430	495.6	213108
2024-11-25T14:22:49.228112	2024112501013843	9236	NICGF2	94	49	100	9.2	920
2024-11-25T14:22:49.455382	2024112501013844	9230	MKCL	81	70	100	1642.1	164210
2024-11-25T14:22:51.592645	2024112501013845	8111	HIDCLP	7	48	340	174.3	59262
2024-11-25T14:22:53.810069	2024112501013846	517	NBL	57	38	1000	279	279000
2024-11-25T14:22:55.192235	2024112501013847	9166	MAKAR	69	45	272	670	182240
2024-11-25T14:22:55.19247	2024112501013848	9166	MAKAR	69	25	200	670	134000
2024-11-25T14:22:55.192614	2024112501013849	9166	MAKAR	69	38	10	670	6700
2024-11-25T14:22:55.192735	2024112501013850	9166	MAKAR	69	34	10	670	6700
2024-11-25T14:22:58.864446	2024112501013851	8066	RFPL	84	39	500	816	408000
2024-11-25T14:22:59.117356	2024112501013852	8122	PPL	45	25	54	516	27864
2024-11-25T14:23:01.55598	2024112501013853	8022	TPC	55	36	10	521.9	5219
2024-11-25T14:23:03.14408	2024112501013854	700	HEIP	81	25	100	490	49000
2024-11-25T14:23:04.154571	2024112501013855	8122	PPL	45	25	37	516	19092
2024-11-25T14:23:05.771753	2024112501013856	171	SANIMA	64	26	23	314	7222
2024-11-25T14:23:07.293677	2024112501013857	8122	PPL	74	51	91	510	46410
2024-11-25T14:23:11.349555	2024112501013858	132	NIMB	34	39	185	227	41995
2024-11-25T14:23:11.349637	2024112501013859	132	NIMB	11	39	89	226.2	20131.8
2024-11-25T14:23:12.355958	2024112501013860	9218	TVCL	37	5	55	501.8	27599
2024-11-25T14:23:12.356203	2024112501013861	9218	TVCL	42	5	70	501.7	35119
2024-11-25T14:23:12.356345	2024112501013862	9218	TVCL	42	5	75	501.7	37627.5
2024-11-25T14:23:14.309429	2024112501013863	8066	RFPL	62	52	10	815.1	8151
2024-11-25T14:23:15.039547	2024112501013864	9170	DOLTI	18	38	20	585	11700
2024-11-25T14:23:15.039785	2024112501013865	9170	DOLTI	42	38	100	585	58500
2024-11-25T14:23:15.039937	2024112501013866	9170	DOLTI	35	38	50	585	29250
2024-11-25T14:23:17.254561	2024112501013867	9214	BGWT	58	35	10	991.2	9912
2024-11-25T14:23:22.252761	2024112501013868	9166	MAKAR	69	38	10	670	6700
2024-11-25T14:23:22.252984	2024112501013869	9166	MAKAR	69	37	10	672.1	6721
2024-11-25T14:23:22.253147	2024112501013870	9166	MAKAR	69	17	10	673.3	6733
2024-11-25T14:23:25.293253	2024112501013871	9194	TSHL	35	6	10	979.9	9799
2024-11-25T14:23:27.409521	2024112501013872	8026	NYADI	58	58	10	328.3	3283
2024-11-25T14:23:28.995501	2024112501013873	9203	MEHL	21	45	200	421	84200
2024-11-25T14:23:28.995805	2024112501013874	9203	MEHL	32	45	50	420.1	21005
2024-11-25T14:23:28.995987	2024112501013875	9203	MEHL	45	45	13	420	5460
2024-11-25T14:23:30.58312	2024112501013876	9194	TSHL	56	70	50	967	48350
2024-11-25T14:23:30.583204	2024112501013877	9194	TSHL	71	70	200	966	193200
2024-11-25T14:23:30.583234	2024112501013878	9194	TSHL	34	70	10	965.1	9651
2024-11-25T14:23:30.583262	2024112501013879	9194	TSHL	43	70	35	965.1	33778.5
2024-11-25T14:23:30.583286	2024112501013880	9194	TSHL	38	70	50	965	48250
2024-11-25T14:23:30.583311	2024112501013881	9194	TSHL	17	70	100	965	96500
2024-11-25T14:23:30.583339	2024112501013882	9194	TSHL	57	70	100	964.1	96410
2024-11-25T14:23:30.583367	2024112501013883	9194	TSHL	46	70	100	964	96400
2024-11-25T14:23:30.583395	2024112501013884	9194	TSHL	38	70	100	963.2	96320
2024-11-25T14:23:30.583461	2024112501013885	9194	TSHL	63	70	20	963.1	19262
2024-11-25T14:23:30.583486	2024112501013886	9194	TSHL	19	70	300	963.1	288930
2024-11-25T14:23:30.583515	2024112501013887	9194	TSHL	41	70	275	963	264825
2024-11-25T14:23:30.58354	2024112501013888	9194	TSHL	35	70	50	963	48150
2024-11-25T14:23:30.583566	2024112501013889	9194	TSHL	34	70	21	963	20223
2024-11-25T14:23:30.583588	2024112501013890	9194	TSHL	49	70	15	963	14445
2024-11-25T14:23:30.583612	2024112501013891	9194	TSHL	48	70	300	963	288900
2024-11-25T14:23:30.583636	2024112501013892	9194	TSHL	48	70	100	963	96300
2024-11-25T14:23:30.583659	2024112501013893	9194	TSHL	34	70	100	963	96300
2024-11-25T14:23:30.583682	2024112501013894	9194	TSHL	95	70	50	963	48150
2024-11-25T14:23:30.583705	2024112501013895	9194	TSHL	54	70	50	963	48150
2024-11-25T14:23:30.583727	2024112501013896	9194	TSHL	26	70	300	963	288900
2024-11-25T14:23:31.337295	2024112501013897	9212	MANDU	89	49	10	979	9790
2024-11-25T14:23:31.540351	2024112501013898	137	EBL	64	57	20	601	12020
2024-11-25T14:23:31.824072	2024112501013899	137	EBL	34	65	25	602	15050
2024-11-25T14:23:32.335204	2024112501013900	9215	MSHL	33	4	10	975.6	9756
2024-11-25T14:23:32.510757	2024112501013901	238	NMB	35	39	100	255	25500
2024-11-25T14:23:35.707758	2024112501013902	8099	UHEWA	56	28	150	652	97800
2024-11-25T14:23:37.825104	2024112501013903	8022	TPC	39	55	200	522	104400
2024-11-25T14:23:37.825237	2024112501013904	8022	TPC	55	55	300	521.9	156570
2024-11-25T14:23:40.957922	2024112501013905	517	NBL	32	34	72	280	20160
2024-11-25T14:23:41.171352	2024112501013906	9151	KDL	39	47	10	1081.5	10815
2024-11-25T14:23:41.316666	2024112501013907	9147	SPL	45	38	100	961.1	96110
2024-11-25T14:23:41.319103	2024112501013908	9181	RAWA	71	42	90	786.5	70785
2024-11-25T14:23:41.319196	2024112501013909	9181	RAWA	92	42	100	786.4	78640
2024-11-25T14:23:41.822232	2024112501013910	8111	HIDCLP	7	14	345	174.3	60133.5
2024-11-25T14:23:42.120975	2024112501013911	255	PRVU	42	45	100	233	23300
2024-11-25T14:23:42.386299	2024112501013912	9201	SNLI	49	35	31	620	19220
2024-11-25T14:23:42.386549	2024112501013913	9201	SNLI	57	35	10	620	6200
2024-11-25T14:23:42.386651	2024112501013914	9201	SNLI	70	35	10	620	6200
2024-11-25T14:23:42.386751	2024112501013915	9201	SNLI	49	35	12	620	7440
2024-11-25T14:23:42.386854	2024112501013916	9201	SNLI	20	35	100	619	61900
2024-11-25T14:23:42.386954	2024112501013917	9201	SNLI	51	35	437	618.2	270153.4
2024-11-25T14:23:43.398043	2024112501013918	139	NICA	4	22	40	425	17000
2024-11-25T14:23:45.640013	2024112501013919	9218	TVCL	57	13	20	502	10040
2024-11-25T14:23:46.362934	2024112501013920	8066	RFPL	62	38	10	815.1	8151
2024-11-25T14:23:46.564315	2024112501013921	135	SBI	39	8	240	464.8	111552
2024-11-25T14:23:47.944876	2024112501013922	131	NABIL	7	6	51	547	27897
2024-11-25T14:23:49.319807	2024112501013923	9166	MAKAR	69	4	100	672	67200
2024-11-25T14:23:49.319951	2024112501013924	9166	MAKAR	69	17	400	673.3	269320
2024-11-25T14:23:49.382777	2024112501013925	8111	HIDCLP	7	50	145	174.3	25273.5
2024-11-25T14:23:49.383173	2024112501013926	8111	HIDCLP	33	50	511	174.2	89016.2
2024-11-25T14:23:49.383429	2024112501013927	8111	HIDCLP	44	50	1500	174.2	261300
2024-11-25T14:23:49.383709	2024112501013928	8111	HIDCLP	67	50	1000	174.1	174100
2024-11-25T14:23:49.383978	2024112501013929	8111	HIDCLP	34	50	50	174.1	8705
2024-11-25T14:23:49.38427	2024112501013930	8111	HIDCLP	16	50	679	174.1	118213.9
2024-11-25T14:23:49.384506	2024112501013931	8111	HIDCLP	49	50	20	174.1	3482
2024-11-25T14:23:49.384836	2024112501013932	8111	HIDCLP	34	50	100	174.1	17410
2024-11-25T14:23:49.385203	2024112501013933	8111	HIDCLP	57	50	285	174.1	49618.5
2024-11-25T14:23:49.385534	2024112501013934	8111	HIDCLP	21	50	600	174	104400
2024-11-25T14:23:49.385778	2024112501013935	8111	HIDCLP	55	50	3000	174	522000
2024-11-25T14:23:49.386055	2024112501013936	8111	HIDCLP	49	50	20	174	3480
2024-11-25T14:23:49.386299	2024112501013937	8111	HIDCLP	11	50	100	174	17400
2024-11-25T14:23:49.386551	2024112501013938	8111	HIDCLP	1	50	100	174	17400
2024-11-25T14:23:49.386891	2024112501013939	8111	HIDCLP	6	50	100	174	17400
2024-11-25T14:23:49.387232	2024112501013940	8111	HIDCLP	42	50	100	174	17400
2024-11-25T14:23:49.387539	2024112501013941	8111	HIDCLP	41	50	10	174	1740
2024-11-25T14:23:49.387781	2024112501013942	8111	HIDCLP	43	50	50	174	8700
2024-11-25T14:23:49.388105	2024112501013943	8111	HIDCLP	32	50	100	174	17400
2024-11-25T14:23:49.388331	2024112501013944	8111	HIDCLP	19	50	673	174	117102
2024-11-25T14:23:49.388587	2024112501013945	8111	HIDCLP	49	50	400	174	69600
2024-11-25T14:23:49.388946	2024112501013946	8111	HIDCLP	20	50	457	174	79518
2024-11-25T14:23:49.834952	2024112501013947	141	LSL	29	48	100	249.2	24920
2024-11-25T14:23:52.604549	2024112501013948	255	PRVU	42	39	500	233	116500
2024-11-25T14:23:55.214403	2024112501013949	9151	KDL	39	47	10	1081.5	10815
2024-11-25T14:23:55.255085	2024112501013950	255	PRVU	42	45	600	233	139800
2024-11-25T14:23:57.540999	2024112501013951	8070	DORDI	16	49	10	471.5	4715
2024-11-25T14:23:58.374976	2024112501013952	142	KBL	62	55	16	220.2	3523.2
2024-11-25T14:24:00.299831	2024112501013953	9232	CKHL	39	45	10	693.6	6936
2024-11-25T14:24:01.310543	2024112501013954	9203	MEHL	20	54	50	419.7	20985
2024-11-25T14:24:01.479378	2024112501013955	8108	RHGCL	65	42	10	445.1	4451
2024-11-25T14:24:01.592871	2024112501013956	8104	USHEC	77	45	10	580	5800
2024-11-25T14:24:01.592971	2024112501013957	8104	USHEC	77	7	10	587	5870
2024-11-25T14:24:02.347514	2024112501013958	141	LSL	38	92	1250	249.1	311375
2024-11-25T14:24:03.604274	2024112501013959	9208	ULHC	49	77	30	440.2	13206
2024-11-25T14:24:04.927668	2024112501013960	255	PRVU	55	32	40	233.1	9324
2024-11-25T14:24:06.507435	2024112501013961	141	LSL	38	52	605	249.1	150705.5
2024-11-25T14:24:06.931113	2024112501013962	8126	SIKLES	14	4	10	764	7640
2024-11-25T14:24:06.931209	2024112501013963	8126	SIKLES	14	58	200	768	153600
2024-11-25T14:24:06.931253	2024112501013964	8126	SIKLES	14	26	10	769	7690
2024-11-25T14:24:06.931274	2024112501013965	8126	SIKLES	14	28	100	775	77500
2024-11-25T14:24:06.931298	2024112501013966	8126	SIKLES	14	57	30	776	23280
2024-11-25T14:24:09.567915	2024112501013967	8102	MHL	60	38	10	772	7720
2024-11-25T14:24:11.107637	2024112501013968	8117	AVYAN	33	34	30	1085	32550
2024-11-25T14:24:11.606339	2024112501013969	9170	DOLTI	43	57	40	587.5	23500
2024-11-25T14:24:11.606609	2024112501013970	9170	DOLTI	43	14	60	589	35340
2024-11-25T14:24:12.471093	2024112501013971	8117	AVYAN	33	17	170	1085	184450
2024-11-25T14:24:12.471339	2024112501013972	8117	AVYAN	58	17	30	1085	32550
2024-11-25T14:24:12.524817	2024112501013973	8025	SPC	91	58	10	529	5290
2024-11-25T14:24:12.537611	2024112501013974	137	EBL	64	52	75	601	45075
2024-11-25T14:24:17.446769	2024112501013975	9232	CKHL	39	45	10	693.5	6935
2024-11-25T14:24:17.538967	2024112501013976	8025	SPC	91	11	20	530	10600
2024-11-25T14:24:17.539087	2024112501013977	8025	SPC	91	36	20	530	10600
2024-11-25T14:24:19.512457	2024112501013978	8104	USHEC	77	25	10	578.8	5788
2024-11-25T14:24:19.601994	2024112501013979	8100	SGHC	49	42	10	442	4420
2024-11-25T14:24:22.47034	2024112501013980	8066	RFPL	61	7	10	815	8150
2024-11-25T14:24:24.643359	2024112501013981	9192	USHL	58	42	10	817.5	8175
2024-11-25T14:24:24.643541	2024112501013982	9192	USHL	49	42	35	817	28595
2024-11-25T14:24:25.403732	2024112501013983	8099	UHEWA	56	92	319	652	207988
2024-11-25T14:24:25.403788	2024112501013984	8099	UHEWA	61	92	681	651	443331
2024-11-25T14:24:25.472368	2024112501013985	341	GBIME	62	32	10	236.9	2369
2024-11-25T14:24:28.254825	2024112501013986	341	GBIME	34	32	50	236.9	11845
2024-11-25T14:24:28.459722	2024112501013987	9233	NWCL	11	34	10	1048	10480
2024-11-25T14:24:28.459892	2024112501013988	9233	NWCL	11	52	40	1048	41920
2024-11-25T14:24:32.219659	2024112501013989	8066	RFPL	66	38	10	815.5	8155
2024-11-25T14:24:32.219752	2024112501013990	8066	RFPL	66	39	90	816	73440
2024-11-25T14:24:32.750569	2024112501013991	9148	SMH	22	49	10	1100	11000
2024-11-25T14:24:34.954794	2024112501013992	8066	RFPL	64	39	100	816	81600
2024-11-25T14:24:37.649508	2024112501013993	139	NICA	40	22	100	425	42500
2024-11-25T14:24:37.650776	2024112501013994	5982	SRLI	57	52	10	445.6	4456
2024-11-25T14:24:40.086677	2024112501013995	141	LSL	38	48	83	249.1	20675.3
2024-11-25T14:24:41.5887	2024112501013996	8100	SGHC	49	1	30	442	13260
2024-11-25T14:24:44.993112	2024112501013997	131	NABIL	7	28	353	547	193091
2024-11-25T14:24:44.994558	2024112501013998	131	NABIL	13	28	400	547	218800
